State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Year,Start_Month
Vermont,2022-09-14,2022-09-26,23.2,17.6,29.7,17.6 - 29.7,2022,Sep
Virginia,2022-09-14,2022-09-26,22,18.4,25.8,18.4 - 25.8,2022,Sep
Washington,2022-09-14,2022-09-26,23.2,20.1,26.5,20.1 - 26.5,2022,Sep
West Virginia,2022-09-14,2022-09-26,25.8,21.2,30.8,21.2 - 30.8,2022,Sep
Wisconsin,2022-09-14,2022-09-26,19.5,15.8,23.6,15.8 - 23.6,2022,Sep
Wyoming,2022-09-14,2022-09-26,26.1,20.9,31.7,20.9 - 31.7,2022,Sep
Alabama,2022-09-14,2022-09-26,34.6,29.2,40.3,29.2 - 40.3,2022,Sep
Alaska,2022-09-14,2022-09-26,34.4,29.3,39.7,29.3 - 39.7,2022,Sep
Arizona,2022-09-14,2022-09-26,34.5,30.2,38.9,30.2 - 38.9,2022,Sep
Arkansas,2022-09-14,2022-09-26,38.3,33.5,43.4,33.5 - 43.4,2022,Sep
California,2022-09-14,2022-09-26,33.5,30.2,36.8,30.2 - 36.8,2022,Sep
Colorado,2022-09-14,2022-09-26,32.5,28.4,36.8,28.4 - 36.8,2022,Sep
Connecticut,2022-09-14,2022-09-26,29.5,24.9,34.5,24.9 - 34.5,2022,Sep
Delaware,2022-09-14,2022-09-26,34.4,27.3,42.2,27.3 - 42.2,2022,Sep
District of Columbia,2022-09-14,2022-09-26,29.3,21.8,37.7,21.8 - 37.7,2022,Sep
Florida,2022-09-14,2022-09-26,30.3,25.8,35,25.8 - 35.0,2022,Sep
Georgia,2022-09-14,2022-09-26,30.9,26.5,35.5,26.5 - 35.5,2022,Sep
Hawaii,2022-09-14,2022-09-26,30.8,24.4,37.9,24.4 - 37.9,2022,Sep
Idaho,2022-09-14,2022-09-26,30.2,25.4,35.4,25.4 - 35.4,2022,Sep
Illinois,2022-09-14,2022-09-26,30.2,25.6,35.1,25.6 - 35.1,2022,Sep
Indiana,2022-09-14,2022-09-26,34.7,30.2,39.4,30.2 - 39.4,2022,Sep
Iowa,2022-09-14,2022-09-26,24.9,21.3,28.7,21.3 - 28.7,2022,Sep
Kansas,2022-09-14,2022-09-26,31,26.6,35.6,26.6 - 35.6,2022,Sep
Kentucky,2022-09-14,2022-09-26,32.1,27.3,37.2,27.3 - 37.2,2022,Sep
Louisiana,2022-09-14,2022-09-26,40.2,34.2,46.4,34.2 - 46.4,2022,Sep
Maine,2022-09-14,2022-09-26,30.9,25,37.4,25.0 - 37.4,2022,Sep
Maryland,2022-09-14,2022-09-26,29.3,24,35,24.0 - 35.0,2022,Sep
Massachusetts,2022-09-14,2022-09-26,29.6,25.3,34.1,25.3 - 34.1,2022,Sep
Michigan,2022-09-14,2022-09-26,33,29.1,37,29.1 - 37.0,2022,Sep
Minnesota,2022-09-14,2022-09-26,24.6,20.8,28.7,20.8 - 28.7,2022,Sep
Mississippi,2022-09-14,2022-09-26,41.4,35.6,47.5,35.6 - 47.5,2022,Sep
Missouri,2022-09-14,2022-09-26,30.1,26.4,34,26.4 - 34.0,2022,Sep
Montana,2022-09-14,2022-09-26,29.9,24.5,35.8,24.5 - 35.8,2022,Sep
Nebraska,2022-09-14,2022-09-26,26,22.4,29.9,22.4 - 29.9,2022,Sep
Nevada,2022-09-14,2022-09-26,34.2,28.4,40.5,28.4 - 40.5,2022,Sep
New Hampshire,2022-09-14,2022-09-26,36.1,30.5,41.9,30.5 - 41.9,2022,Sep
New Jersey,2022-09-14,2022-09-26,28.6,23.5,34.1,23.5 - 34.1,2022,Sep
New Mexico,2022-09-14,2022-09-26,33.8,27,41.2,27.0 - 41.2,2022,Sep
New York,2022-09-14,2022-09-26,31.9,27,37.1,27.0 - 37.1,2022,Sep
North Carolina,2022-09-14,2022-09-26,28.6,24.4,33,24.4 - 33.0,2022,Sep
North Dakota,2022-09-14,2022-09-26,27.5,21.2,34.6,21.2 - 34.6,2022,Sep
Ohio,2022-09-14,2022-09-26,31.6,26.6,37,26.6 - 37.0,2022,Sep
Oklahoma,2022-09-14,2022-09-26,37.5,32.6,42.5,32.6 - 42.5,2022,Sep
Oregon,2022-09-14,2022-09-26,33.9,30.4,37.6,30.4 - 37.6,2022,Sep
Pennsylvania,2022-09-14,2022-09-26,30.2,26.5,34.1,26.5 - 34.1,2022,Sep
Rhode Island,2022-09-14,2022-09-26,27.2,21,34.1,21.0 - 34.1,2022,Sep
South Carolina,2022-09-14,2022-09-26,31.9,26.5,37.7,26.5 - 37.7,2022,Sep
South Dakota,2022-09-14,2022-09-26,30.4,25,36.2,25.0 - 36.2,2022,Sep
Tennessee,2022-09-14,2022-09-26,34,28.7,39.7,28.7 - 39.7,2022,Sep
Texas,2022-09-14,2022-09-26,31.9,28.5,35.5,28.5 - 35.5,2022,Sep
Utah,2022-09-14,2022-09-26,32.9,28.2,38,28.2 - 38.0,2022,Sep
Vermont,2022-09-14,2022-09-26,27.7,21.8,34.2,21.8 - 34.2,2022,Sep
Virginia,2022-09-14,2022-09-26,30.7,26.1,35.7,26.1 - 35.7,2022,Sep
Washington,2022-09-14,2022-09-26,31.3,28.2,34.6,28.2 - 34.6,2022,Sep
West Virginia,2022-09-14,2022-09-26,28.7,23.8,34,23.8 - 34.0,2022,Sep
Wisconsin,2022-09-14,2022-09-26,28.5,24.3,33.1,24.3 - 33.1,2022,Sep
Wyoming,2022-09-14,2022-09-26,30.7,26,35.8,26.0 - 35.8,2022,Sep
Alabama,2022-09-14,2022-09-26,42.7,36.8,48.8,36.8 - 48.8,2022,Sep
Alaska,2022-09-14,2022-09-26,41,35.7,46.4,35.7 - 46.4,2022,Sep
Arizona,2022-09-14,2022-09-26,39.3,34.6,44,34.6 - 44.0,2022,Sep
Arkansas,2022-09-14,2022-09-26,41.7,36.9,46.7,36.9 - 46.7,2022,Sep
California,2022-09-14,2022-09-26,37.2,34.1,40.5,34.1 - 40.5,2022,Sep
Colorado,2022-09-14,2022-09-26,37.6,33.3,42,33.3 - 42.0,2022,Sep
Connecticut,2022-09-14,2022-09-26,34.5,29.6,39.7,29.6 - 39.7,2022,Sep
Delaware,2022-09-14,2022-09-26,39.6,31.9,47.8,31.9 - 47.8,2022,Sep
District of Columbia,2022-09-14,2022-09-26,32.6,24.8,41.1,24.8 - 41.1,2022,Sep
Florida,2022-09-14,2022-09-26,33.4,28.7,38.3,28.7 - 38.3,2022,Sep
Georgia,2022-09-14,2022-09-26,35.7,31.5,39.9,31.5 - 39.9,2022,Sep
Hawaii,2022-09-14,2022-09-26,32.3,25.9,39.3,25.9 - 39.3,2022,Sep
Idaho,2022-09-14,2022-09-26,34.4,29.7,39.3,29.7 - 39.3,2022,Sep
Illinois,2022-09-14,2022-09-26,33.3,28.7,38.2,28.7 - 38.2,2022,Sep
Indiana,2022-09-14,2022-09-26,38.1,33.3,43.1,33.3 - 43.1,2022,Sep
Iowa,2022-09-14,2022-09-26,31.4,27.4,35.7,27.4 - 35.7,2022,Sep
Kansas,2022-09-14,2022-09-26,37.5,32.9,42.4,32.9 - 42.4,2022,Sep
Kentucky,2022-09-14,2022-09-26,35.9,31,41.1,31.0 - 41.1,2022,Sep
Louisiana,2022-09-14,2022-09-26,46,40.6,51.4,40.6 - 51.4,2022,Sep
Maine,2022-09-14,2022-09-26,35.1,29.3,41.2,29.3 - 41.2,2022,Sep
Maryland,2022-09-14,2022-09-26,32.4,27,38.2,27.0 - 38.2,2022,Sep
Massachusetts,2022-09-14,2022-09-26,33.1,28.6,37.9,28.6 - 37.9,2022,Sep
Michigan,2022-09-14,2022-09-26,37.9,34.4,41.6,34.4 - 41.6,2022,Sep
Minnesota,2022-09-14,2022-09-26,27.8,23.5,32.5,23.5 - 32.5,2022,Sep
Mississippi,2022-09-14,2022-09-26,46.8,41,52.7,41.0 - 52.7,2022,Sep
Missouri,2022-09-14,2022-09-26,36.9,33.1,40.8,33.1 - 40.8,2022,Sep
Montana,2022-09-14,2022-09-26,33.9,28.5,39.5,28.5 - 39.5,2022,Sep
Nebraska,2022-09-14,2022-09-26,31.7,27.6,35.9,27.6 - 35.9,2022,Sep
Nevada,2022-09-14,2022-09-26,37.1,31.4,43,31.4 - 43.0,2022,Sep
New Hampshire,2022-09-14,2022-09-26,38.1,32.5,43.9,32.5 - 43.9,2022,Sep
New Jersey,2022-09-14,2022-09-26,31.7,26.5,37.3,26.5 - 37.3,2022,Sep
New Mexico,2022-09-14,2022-09-26,38.1,31.7,44.8,31.7 - 44.8,2022,Sep
New York,2022-09-14,2022-09-26,37.2,32.5,42.2,32.5 - 42.2,2022,Sep
North Carolina,2022-09-14,2022-09-26,32.8,27.9,38,27.9 - 38.0,2022,Sep
North Dakota,2022-09-14,2022-09-26,31.2,24.1,39.2,24.1 - 39.2,2022,Sep
Ohio,2022-09-14,2022-09-26,35.5,30.5,40.9,30.5 - 40.9,2022,Sep
Oklahoma,2022-09-14,2022-09-26,42.8,38,47.6,38.0 - 47.6,2022,Sep
Oregon,2022-09-14,2022-09-26,38.6,35.2,42,35.2 - 42.0,2022,Sep
Pennsylvania,2022-09-14,2022-09-26,33.9,30,38.1,30.0 - 38.1,2022,Sep
Rhode Island,2022-09-14,2022-09-26,30.3,24,37.3,24.0 - 37.3,2022,Sep
South Carolina,2022-09-14,2022-09-26,36.7,31.1,42.5,31.1 - 42.5,2022,Sep
South Dakota,2022-09-14,2022-09-26,33.8,28.5,39.3,28.5 - 39.3,2022,Sep
Tennessee,2022-09-14,2022-09-26,37.9,32.5,43.4,32.5 - 43.4,2022,Sep
Texas,2022-09-14,2022-09-26,36.9,33.1,40.9,33.1 - 40.9,2022,Sep
Utah,2022-09-14,2022-09-26,36.8,32,41.8,32.0 - 41.8,2022,Sep
Vermont,2022-09-14,2022-09-26,33,27.5,38.9,27.5 - 38.9,2022,Sep
Virginia,2022-09-14,2022-09-26,34.5,29.8,39.4,29.8 - 39.4,2022,Sep
Washington,2022-09-14,2022-09-26,35.7,32.3,39.1,32.3 - 39.1,2022,Sep
West Virginia,2022-09-14,2022-09-26,36.5,30.6,42.6,30.6 - 42.6,2022,Sep
Wisconsin,2022-09-14,2022-09-26,33.1,28.2,38.2,28.2 - 38.2,2022,Sep
Wyoming,2022-09-14,2022-09-26,37.4,32.3,42.8,32.3 - 42.8,2022,Sep
Alabama,2022-10-05,2022-10-17,24.3,19,30.2,19.0 - 30.2,2022,Oct
Alaska,2022-10-05,2022-10-17,25.8,19.8,32.5,19.8 - 32.5,2022,Oct
Arizona,2022-10-05,2022-10-17,27.7,23.2,32.6,23.2 - 32.6,2022,Oct
Arkansas,2022-10-05,2022-10-17,30.4,25.5,35.7,25.5 - 35.7,2022,Oct
California,2022-10-05,2022-10-17,26,23,29.1,23.0 - 29.1,2022,Oct
Colorado,2022-10-05,2022-10-17,22.4,18.9,26.2,18.9 - 26.2,2022,Oct
Connecticut,2022-10-05,2022-10-17,19.7,15.4,24.5,15.4 - 24.5,2022,Oct
Delaware,2022-10-05,2022-10-17,19.4,15,24.4,15.0 - 24.4,2022,Oct
District of Columbia,2022-10-05,2022-10-17,17.7,12.3,24.1,12.3 - 24.1,2022,Oct
Florida,2022-10-05,2022-10-17,25.7,21.4,30.3,21.4 - 30.3,2022,Oct
Georgia,2022-10-05,2022-10-17,22.8,18.8,27.2,18.8 - 27.2,2022,Oct
Hawaii,2022-10-05,2022-10-17,25.1,19.8,30.9,19.8 - 30.9,2022,Oct
Idaho,2022-10-05,2022-10-17,22.6,19.2,26.3,19.2 - 26.3,2022,Oct
Illinois,2022-10-05,2022-10-17,18.4,14.2,23.3,14.2 - 23.3,2022,Oct
Indiana,2022-10-05,2022-10-17,29.3,24.1,34.9,24.1 - 34.9,2022,Oct
Iowa,2022-10-05,2022-10-17,22,17.2,27.5,17.2 - 27.5,2022,Oct
Kansas,2022-10-05,2022-10-17,23.5,19.2,28.3,19.2 - 28.3,2022,Oct
Kentucky,2022-10-05,2022-10-17,33.1,26.7,40,26.7 - 40.0,2022,Oct
Louisiana,2022-10-05,2022-10-17,33,27.8,38.5,27.8 - 38.5,2022,Oct
Maine,2022-10-05,2022-10-17,20.4,15.3,26.4,15.3 - 26.4,2022,Oct
Maryland,2022-10-05,2022-10-17,20,16,24.5,16.0 - 24.5,2022,Oct
Massachusetts,2022-10-05,2022-10-17,23.7,19.6,28.1,19.6 - 28.1,2022,Oct
Michigan,2022-10-05,2022-10-17,22.7,18.9,26.8,18.9 - 26.8,2022,Oct
Minnesota,2022-10-05,2022-10-17,22.7,18.8,27,18.8 - 27.0,2022,Oct
Mississippi,2022-10-05,2022-10-17,27.3,19.3,36.5,19.3 - 36.5,2022,Oct
Missouri,2022-10-05,2022-10-17,26.9,22.6,31.6,22.6 - 31.6,2022,Oct
Montana,2022-10-05,2022-10-17,23,17.5,29.3,17.5 - 29.3,2022,Oct
Nebraska,2022-10-05,2022-10-17,24.1,20.1,28.5,20.1 - 28.5,2022,Oct
Nevada,2022-10-05,2022-10-17,27.2,22.2,32.7,22.2 - 32.7,2022,Oct
New Hampshire,2022-10-05,2022-10-17,20.9,16,26.6,16.0 - 26.6,2022,Oct
New Jersey,2022-10-05,2022-10-17,26.5,21.5,32.1,21.5 - 32.1,2022,Oct
New Mexico,2022-10-05,2022-10-17,28.4,23.1,34.3,23.1 - 34.3,2022,Oct
New York,2022-10-05,2022-10-17,21.7,16.5,27.7,16.5 - 27.7,2022,Oct
North Carolina,2022-10-05,2022-10-17,20.7,14.4,28.3,14.4 - 28.3,2022,Oct
North Dakota,2022-10-05,2022-10-17,22.6,18.8,26.9,18.8 - 26.9,2022,Oct
Ohio,2022-10-05,2022-10-17,27,23,31.3,23.0 - 31.3,2022,Oct
Oklahoma,2022-10-05,2022-10-17,29.4,25,34,25.0 - 34.0,2022,Oct
Oregon,2022-10-05,2022-10-17,23.5,20,27.3,20.0 - 27.3,2022,Oct
Pennsylvania,2022-10-05,2022-10-17,25.8,21.2,30.8,21.2 - 30.8,2022,Oct
Rhode Island,2022-10-05,2022-10-17,23.2,16.6,31,16.6 - 31.0,2022,Oct
South Carolina,2022-10-05,2022-10-17,26.3,20.9,32.3,20.9 - 32.3,2022,Oct
South Dakota,2022-10-05,2022-10-17,21.1,16.3,26.5,16.3 - 26.5,2022,Oct
Tennessee,2022-10-05,2022-10-17,25.9,21.3,30.9,21.3 - 30.9,2022,Oct
Texas,2022-10-05,2022-10-17,30.1,26.1,34.4,26.1 - 34.4,2022,Oct
Utah,2022-10-05,2022-10-17,26.7,22.8,31,22.8 - 31.0,2022,Oct
Vermont,2022-10-05,2022-10-17,15.5,10,22.5,10.0 - 22.5,2022,Oct
Virginia,2022-10-05,2022-10-17,22.4,19,26.1,19.0 - 26.1,2022,Oct
Washington,2022-10-05,2022-10-17,26.5,22.5,30.8,22.5 - 30.8,2022,Oct
West Virginia,2022-10-05,2022-10-17,29.8,23.8,36.3,23.8 - 36.3,2022,Oct
Wisconsin,2022-10-05,2022-10-17,21,16.6,25.9,16.6 - 25.9,2022,Oct
Wyoming,2022-10-05,2022-10-17,17.9,13,23.6,13.0 - 23.6,2022,Oct
Alabama,2022-10-05,2022-10-17,30.2,24.7,36.1,24.7 - 36.1,2022,Oct
Alaska,2022-10-05,2022-10-17,31,25.2,37.2,25.2 - 37.2,2022,Oct
Arizona,2022-10-05,2022-10-17,35.4,30.1,40.8,30.1 - 40.8,2022,Oct
Arkansas,2022-10-05,2022-10-17,39.1,33.7,44.7,33.7 - 44.7,2022,Oct
California,2022-10-05,2022-10-17,31.6,28.2,35,28.2 - 35.0,2022,Oct
Colorado,2022-10-05,2022-10-17,31.2,26.7,36,26.7 - 36.0,2022,Oct
Connecticut,2022-10-05,2022-10-17,32.1,27.5,37,27.5 - 37.0,2022,Oct
Delaware,2022-10-05,2022-10-17,28.6,23.9,33.6,23.9 - 33.6,2022,Oct
District of Columbia,2022-10-05,2022-10-17,26.1,20.7,32.1,20.7 - 32.1,2022,Oct
Florida,2022-10-05,2022-10-17,28.3,23.8,33.1,23.8 - 33.1,2022,Oct
Georgia,2022-10-05,2022-10-17,29.5,24.3,35.1,24.3 - 35.1,2022,Oct
Hawaii,2022-10-05,2022-10-17,31.3,25.5,37.7,25.5 - 37.7,2022,Oct
Idaho,2022-10-05,2022-10-17,29.6,25.8,33.7,25.8 - 33.7,2022,Oct
Illinois,2022-10-05,2022-10-17,25.5,21.4,30.1,21.4 - 30.1,2022,Oct
Indiana,2022-10-05,2022-10-17,34.9,29.8,40.2,29.8 - 40.2,2022,Oct
Iowa,2022-10-05,2022-10-17,28.4,23.7,33.5,23.7 - 33.5,2022,Oct
Kansas,2022-10-05,2022-10-17,31.7,27.4,36.2,27.4 - 36.2,2022,Oct
Kentucky,2022-10-05,2022-10-17,38.9,33,45.1,33.0 - 45.1,2022,Oct
Louisiana,2022-10-05,2022-10-17,40.8,34.9,46.8,34.9 - 46.8,2022,Oct
Maine,2022-10-05,2022-10-17,33.3,26.4,40.8,26.4 - 40.8,2022,Oct
Maryland,2022-10-05,2022-10-17,26,21,31.5,21.0 - 31.5,2022,Oct
Massachusetts,2022-10-05,2022-10-17,35,30.6,39.6,30.6 - 39.6,2022,Oct
Michigan,2022-10-05,2022-10-17,29.8,25.6,34.2,25.6 - 34.2,2022,Oct
Minnesota,2022-10-05,2022-10-17,27.5,23.8,31.4,23.8 - 31.4,2022,Oct
Mississippi,2022-10-05,2022-10-17,31.7,24.2,39.9,24.2 - 39.9,2022,Oct
Missouri,2022-10-05,2022-10-17,36.3,31,41.8,31.0 - 41.8,2022,Oct
Montana,2022-10-05,2022-10-17,33.2,26.5,40.5,26.5 - 40.5,2022,Oct
Nebraska,2022-10-05,2022-10-17,32.5,27.8,37.4,27.8 - 37.4,2022,Oct
Nevada,2022-10-05,2022-10-17,35.7,29.4,42.4,29.4 - 42.4,2022,Oct
New Hampshire,2022-10-05,2022-10-17,28,22.2,34.4,22.2 - 34.4,2022,Oct
New Jersey,2022-10-05,2022-10-17,33.3,27.9,39.1,27.9 - 39.1,2022,Oct
New Mexico,2022-10-05,2022-10-17,34.9,28.7,41.5,28.7 - 41.5,2022,Oct
New York,2022-10-05,2022-10-17,27.5,21.6,34.1,21.6 - 34.1,2022,Oct
North Carolina,2022-10-05,2022-10-17,28.5,22,35.8,22.0 - 35.8,2022,Oct
North Dakota,2022-10-05,2022-10-17,26.4,21.9,31.3,21.9 - 31.3,2022,Oct
Ohio,2022-10-05,2022-10-17,27.7,23.2,32.7,23.2 - 32.7,2022,Oct
Oklahoma,2022-10-05,2022-10-17,36,31.1,41,31.1 - 41.0,2022,Oct
Oregon,2022-10-05,2022-10-17,31.1,27.1,35.3,27.1 - 35.3,2022,Oct
Pennsylvania,2022-10-05,2022-10-17,30.7,25.9,35.8,25.9 - 35.8,2022,Oct
Rhode Island,2022-10-05,2022-10-17,33.8,26.5,41.7,26.5 - 41.7,2022,Oct
South Carolina,2022-10-05,2022-10-17,33.9,27.2,41,27.2 - 41.0,2022,Oct
South Dakota,2022-10-05,2022-10-17,27,21.6,32.9,21.6 - 32.9,2022,Oct
Tennessee,2022-10-05,2022-10-17,32.1,28.1,36.4,28.1 - 36.4,2022,Oct
Texas,2022-10-05,2022-10-17,35.6,32,39.3,32.0 - 39.3,2022,Oct
Utah,2022-10-05,2022-10-17,32.3,27.8,37,27.8 - 37.0,2022,Oct
Vermont,2022-10-05,2022-10-17,25.3,18.1,33.7,18.1 - 33.7,2022,Oct
Virginia,2022-10-05,2022-10-17,30,26.5,33.7,26.5 - 33.7,2022,Oct
Washington,2022-10-05,2022-10-17,30.8,26.8,35,26.8 - 35.0,2022,Oct
West Virginia,2022-10-05,2022-10-17,35.3,28.2,43,28.2 - 43.0,2022,Oct
Wisconsin,2022-10-05,2022-10-17,26.3,22.1,30.9,22.1 - 30.9,2022,Oct
Wyoming,2022-10-05,2022-10-17,25.7,19.7,32.6,19.7 - 32.6,2022,Oct
Alabama,2022-10-05,2022-10-17,34.5,29.1,40.3,29.1 - 40.3,2022,Oct
Alaska,2022-10-05,2022-10-17,35.9,29.7,42.5,29.7 - 42.5,2022,Oct
Arizona,2022-10-05,2022-10-17,39.7,34.7,44.9,34.7 - 44.9,2022,Oct
Arkansas,2022-10-05,2022-10-17,43.6,38.2,49.1,38.2 - 49.1,2022,Oct
California,2022-10-05,2022-10-17,35.7,32.5,39.1,32.5 - 39.1,2022,Oct
Colorado,2022-10-05,2022-10-17,35.9,31,41,31.0 - 41.0,2022,Oct
Connecticut,2022-10-05,2022-10-17,35.7,30.9,40.7,30.9 - 40.7,2022,Oct
Delaware,2022-10-05,2022-10-17,31.5,26.4,37,26.4 - 37.0,2022,Oct
District of Columbia,2022-10-05,2022-10-17,31.1,25.8,36.7,25.8 - 36.7,2022,Oct
Florida,2022-10-05,2022-10-17,36.1,32.3,40,32.3 - 40.0,2022,Oct
Georgia,2022-10-05,2022-10-17,34.5,29.8,39.4,29.8 - 39.4,2022,Oct
Hawaii,2022-10-05,2022-10-17,37.4,31.2,44,31.2 - 44.0,2022,Oct
Idaho,2022-10-05,2022-10-17,33.4,29.6,37.4,29.6 - 37.4,2022,Oct
Illinois,2022-10-05,2022-10-17,28.9,24.4,33.7,24.4 - 33.7,2022,Oct
Indiana,2022-10-05,2022-10-17,40.8,35,46.8,35.0 - 46.8,2022,Oct
Iowa,2022-10-05,2022-10-17,31.8,27.2,36.7,27.2 - 36.7,2022,Oct
Kansas,2022-10-05,2022-10-17,36.1,31.3,41.2,31.3 - 41.2,2022,Oct
Kentucky,2022-10-05,2022-10-17,44,37.8,50.3,37.8 - 50.3,2022,Oct
Louisiana,2022-10-05,2022-10-17,45.6,39,52.2,39.0 - 52.2,2022,Oct
Maine,2022-10-05,2022-10-17,35.5,28.7,42.7,28.7 - 42.7,2022,Oct
Maryland,2022-10-05,2022-10-17,30.3,25.8,35.2,25.8 - 35.2,2022,Oct
Massachusetts,2022-10-05,2022-10-17,39.3,34.8,44,34.8 - 44.0,2022,Oct
Michigan,2022-10-05,2022-10-17,33.3,29.2,37.6,29.2 - 37.6,2022,Oct
Minnesota,2022-10-05,2022-10-17,34.6,29.8,39.5,29.8 - 39.5,2022,Oct
Mississippi,2022-10-05,2022-10-17,37.4,29.3,46,29.3 - 46.0,2022,Oct
Missouri,2022-10-05,2022-10-17,39.4,34.3,44.6,34.3 - 44.6,2022,Oct
Montana,2022-10-05,2022-10-17,34.9,28.2,42.1,28.2 - 42.1,2022,Oct
Nebraska,2022-10-05,2022-10-17,35.7,31.1,40.5,31.1 - 40.5,2022,Oct
Nevada,2022-10-05,2022-10-17,38.9,32.5,45.6,32.5 - 45.6,2022,Oct
New Hampshire,2022-10-05,2022-10-17,33.2,27.4,39.4,27.4 - 39.4,2022,Oct
New Jersey,2022-10-05,2022-10-17,38.5,32.9,44.2,32.9 - 44.2,2022,Oct
New Mexico,2022-10-05,2022-10-17,40.5,34.4,46.7,34.4 - 46.7,2022,Oct
New York,2022-10-05,2022-10-17,33.3,27.2,40,27.2 - 40.0,2022,Oct
North Carolina,2022-10-05,2022-10-17,32.7,25.7,40.3,25.7 - 40.3,2022,Oct
North Dakota,2022-10-05,2022-10-17,31.1,26.8,35.7,26.8 - 35.7,2022,Oct
Ohio,2022-10-05,2022-10-17,35.1,29.4,41.1,29.4 - 41.1,2022,Oct
Oklahoma,2022-10-05,2022-10-17,40.3,35.8,44.8,35.8 - 44.8,2022,Oct
Oregon,2022-10-05,2022-10-17,34.9,31.1,38.8,31.1 - 38.8,2022,Oct
Pennsylvania,2022-10-05,2022-10-17,35.8,30.7,41.2,30.7 - 41.2,2022,Oct
Rhode Island,2022-10-05,2022-10-17,36.1,28.7,44,28.7 - 44.0,2022,Oct
South Carolina,2022-10-05,2022-10-17,39,32.6,45.8,32.6 - 45.8,2022,Oct
South Dakota,2022-10-05,2022-10-17,31.6,26.2,37.4,26.2 - 37.4,2022,Oct
Tennessee,2022-10-05,2022-10-17,36.3,31.8,40.9,31.8 - 40.9,2022,Oct
Texas,2022-10-05,2022-10-17,40.3,36.1,44.7,36.1 - 44.7,2022,Oct
Utah,2022-10-05,2022-10-17,37.7,33,42.6,33.0 - 42.6,2022,Oct
Vermont,2022-10-05,2022-10-17,28.1,20.5,36.9,20.5 - 36.9,2022,Oct
Virginia,2022-10-05,2022-10-17,33.5,29.6,37.5,29.6 - 37.5,2022,Oct
Washington,2022-10-05,2022-10-17,36.9,32.6,41.4,32.6 - 41.4,2022,Oct
West Virginia,2022-10-05,2022-10-17,38.2,31.2,45.6,31.2 - 45.6,2022,Oct
Wisconsin,2022-10-05,2022-10-17,29.9,25.8,34.3,25.8 - 34.3,2022,Oct
Wyoming,2022-10-05,2022-10-17,27.5,21.2,34.6,21.2 - 34.6,2022,Oct
Alabama,2022-11-02,2022-11-14,28.8,23.5,34.5,23.5 - 34.5,2022,Nov
Alaska,2022-11-02,2022-11-14,28.4,23.4,34,23.4 - 34.0,2022,Nov
Arizona,2022-11-02,2022-11-14,24.6,21,28.6,21.0 - 28.6,2022,Nov
Arkansas,2022-11-02,2022-11-14,30.2,25,35.8,25.0 - 35.8,2022,Nov
California,2022-11-02,2022-11-14,24.1,21.2,27.3,21.2 - 27.3,2022,Nov
Colorado,2022-11-02,2022-11-14,21.9,19.3,24.7,19.3 - 24.7,2022,Nov
Connecticut,2022-11-02,2022-11-14,21.7,17.5,26.3,17.5 - 26.3,2022,Nov
Delaware,2022-11-02,2022-11-14,15.3,11.5,19.9,11.5 - 19.9,2022,Nov
District of Columbia,2022-11-02,2022-11-14,18.1,12.4,25.1,12.4 - 25.1,2022,Nov
Florida,2022-11-02,2022-11-14,24.1,20.9,27.6,20.9 - 27.6,2022,Nov
Georgia,2022-11-02,2022-11-14,26.3,23,29.9,23.0 - 29.9,2022,Nov
Hawaii,2022-11-02,2022-11-14,19,13.8,25.3,13.8 - 25.3,2022,Nov
Idaho,2022-11-02,2022-11-14,20.9,17,25.3,17.0 - 25.3,2022,Nov
Illinois,2022-11-02,2022-11-14,21.9,18.3,26,18.3 - 26.0,2022,Nov
Indiana,2022-11-02,2022-11-14,24.5,20.8,28.5,20.8 - 28.5,2022,Nov
Iowa,2022-11-02,2022-11-14,24,20.9,27.2,20.9 - 27.2,2022,Nov
Kansas,2022-11-02,2022-11-14,25.5,22.1,29.2,22.1 - 29.2,2022,Nov
